acct_id,name,ntee_major,revenue,state,subsection_type,employee_count,total_expenses,occupancy_expense
NP-0708,Open Schools Foundation,education,378836,VA,501c3,2,297803,20764
NP-0709,Harvest Patient Support Network,diseases,324803,CA,501c8,6,293511,15755
NP-0710,Eastview Educational Trust,education,656250,HI,501c3,14,510885,150020
NP-0711,Heritage Temple,religion,89125,NV,501c3,2,80255,19207
NP-0712,Lighthouse Tutoring Initiative,education,206822,MI,501c3,2,207207,33260
NP-0713,Mountainview Schools Foundation,education,43620,SC,501c3,0,38261,3955
NP-0714,Greater Disaster Relief,public_safety,23627818,FL,501c3,271,21561063,3433918
NP-0715,Saint Community Services,human_services,2146315,FL,501c3,40,2227907,154899
NP-0716,Pinewood Sports League,recreation,795216,NJ,501c3,4,659282,108859
NP-0717,Westgate Tech Initiative,science_tech,4707477,FL,501c3,51,4702684,541032
NP-0718,Foundation Aid Society,human_services,16021196,PA,501c3,48,16235440,2253716
NP-0719,Capital Gallery,arts_culture,432580,CA,501c3,17,422590,145429
NP-0720,Eagle Educational Trust,education,852450,CA,501c3,5,777908,183697
NP-0721,International Wildlife Fund,environment,20161,SC,501c3,0,15158,749
NP-0722,Phoenix Family Services,human_services,3622432,WI,501c3,46,3702541,534722
NP-0723,Holy Wellness Foundation,health_care,62850,NV,501c3,5,60056,6628
NP-0724,Pinewood Schools Foundation,education,816131,FL,501c3,20,708102,162568
NP-0725,Northern Faith Center,religion,643826,CT,501c4,8,645314,251699
NP-0726,Liberty Mentoring Network,youth_development,18995,MD,501c4,1,20993,2709
NP-0727,Unity Medical Auxiliary,health_care,111394,MD,501c3,4,89737,14928
NP-0728,Southside Music Society,arts_culture,256651,FL,501c3,9,293193,31396
NP-0729,Eastview Learning Center,education,20727,PA,501c3,0,18850,4912
NP-0730,Unity Academy,education,15931,NY,501c3,1,12180,2708
NP-0731,Hope Mentoring Network,youth_development,6092,MA,501c3,0,6514,238
NP-0732,International Museum,arts_culture,26828,AZ,501c3,1,22167,3454
NP-0733,Capital Humane Society,animal,17580,AZ,501c3,0,15365,89
NP-0734,Pinewood Employment Coalition,employment,44502,IL,501c3,1,44147,6164
NP-0735,Lighthouse Affordable Housing Initiative,housing_shelter,298738,IL,501c3,9,226686,41316
NP-0736,Phoenix Habitat,housing_shelter,391857,IN,501c3,6,318083,79496
NP-0737,Willow Habitat,housing_shelter,86664,IN,501c3,4,68384,13875
NP-0738,New Counseling Center,mental_health,16111396,MD,501c3,211,15643114,797088
NP-0739,Crescent Affordable Housing Initiative,housing_shelter,744599,KS,501c3,8,667843,287248
NP-0740,Saint Watershed Alliance,environment,119328,FL,501c_other,1,114211,9886
NP-0741,Golden Public Interest Forum,public_societal,34309,IL,501c8,0,36775,582
NP-0742,Oakland Wildlife Fund,environment,1088054,CA,501c3,25,987390,47130
NP-0743,Sunrise Workforce Development,employment,42266,OH,501c3,3,58172,5723
NP-0744,Riverside Scholarship Fund,education,37392,KS,501c3,1,31256,6626
NP-0745,Lighthouse Trail Conservancy,recreation,33099,OK,501c3,0,32888,11765
NP-0746,Holy Wildlife Fund,environment,534012,CA,501c3,7,480750,57357
NP-0747,Family Transitional Housing,housing_shelter,226693,MI,501c3,3,182185,49936
NP-0748,Phoenix Social Services,human_services,161442,FL,501c4,1,149776,15912
NP-0749,Unity Safety Coalition,public_safety,192163,TX,501c3,1,163809,13521
NP-0750,Community Justice Initiative,crime_legal,51619,OH,501c3,0,45376,926
NP-0751,Willow Civic League,community_improvement,985808,NJ,501c3,9,753423,56838
NP-0752,International Watershed Alliance,environment,3866971,IL,501c3,43,3367384,179983
NP-0753,Faith Voter Education Network,public_societal,4284677,CA,501c3,59,5065285,518174
NP-0754,Lighthouse Helpline,human_services,1954533,AK,501c7,37,1877316,113454
NP-0755,Unity Cross-Border Initiative,international,664141,WI,501c3,8,623220,53212
NP-0756,Northside Giving Foundation,philanthropy,2281661,CA,501c3,9,2011899,165556
NP-0757,Pinewood Crime Victims Fund,crime_legal,657096,MN,501c3,12,642888,22252
NP-0758,Beacon Community Church,religion,979069,VT,501c3,20,1075034,157886
NP-0759,Riverside Transitional Housing,housing_shelter,368367,FL,501c3,11,283960,97938
NP-0760,Hope Agricultural Coalition,food_agriculture,14523339,FL,501c3,145,12808335,557660
NP-0761,Pioneer Housing Coalition,housing_shelter,141165,FL,501c3,5,117686,45588
NP-0762,Holy Tutoring Initiative,education,748921,FL,501c3,7,746642,125443
NP-0763,Silver Aid Society,human_services,27096,NY,501c3,2,26075,1882
NP-0764,Senior Workforce Development,employment,79904,MA,501c3,1,86235,6147
NP-0765,Riverside Medical Research Institute,medical_research,200837,FL,501c3,5,173467,15509
NP-0766,Sacred STEM Foundation,science_tech,424760,TX,501c4,4,418864,23816
NP-0767,Oakland Group,unknown_unclassified,8447,WA,501c_other,1,8197,420
NP-0768,Riverside Arts Council,arts_culture,742170,CA,501c3,14,615903,117501
NP-0769,Eastern Wellness Foundation,health_care,743398,WI,501c3,17,569821,134855
NP-0770,Cedar Academy,education,25591,KY,501c3,1,19828,5074
NP-0771,Southern Family Services,human_services,146645,CA,501c3,1,129782,8203
NP-0772,Faith Community Foundation,community_improvement,970291,LA,501c3,5,787551,58686
NP-0773,Willow Civil Rights Coalition,civil_rights,162531,SC,501c6,0,122806,118
NP-0774,Valley Animal Rescue,animal,1704151,UT,501c3,29,1452788,217918
NP-0775,Valley Youth Foundation,youth_development,160924,NM,501c3,1,126280,12593
NP-0776,Children Awareness Campaign,diseases,3726066,NC,501c3,55,3454406,295594
NP-0777,Saint Fraternal Association,mutual_membership,24099352,TX,501c3,127,18531170,1660987
NP-0778,United Disease Foundation,diseases,30745,KS,501c3,1,31722,4064
NP-0779,International Counseling Center,mental_health,160928,AZ,501c3,2,152988,5237
NP-0780,Oakland Health Center,health_care,265708,CO,501c3,6,215043,21345
NP-0781,Family Pet Adoption Center,animal,186164,CO,501c_other,0,168924,368
NP-0782,Central Community Services,human_services,2389448,PA,501c3,51,2049817,331645
NP-0783,Sacred Community Foundation,community_improvement,3187211,MO,501c3,49,2791858,200550
NP-0784,Oakland Synagogue,religion,1526641,CA,501c_other,19,1312559,516874
NP-0785,Unity Housing Coalition,housing_shelter,31472,GA,501c3,0,25171,5841
NP-0786,National Wellness Foundation,health_care,18362867,AL,501c3,233,15393136,2773867
NP-0787,Bright Global Relief,international,17498,KY,501c3,0,16295,262
NP-0788,United Search and Rescue,public_safety,68561,FL,501c3,1,65379,3181
NP-0789,National Schools Foundation,education,440144,FL,501c3,13,411595,104779
NP-0790,International Awareness Campaign,diseases,6272,PA,501c_other,3,5873,310
NP-0791,Liberty Ministry,religion,228089,SC,501c3,2,173699,49175
NP-0792,Northern Community Clinic,health_care,107407,MI,501c6,3,103440,15154
NP-0793,Beacon Hospital Volunteers,health_care,1051746,AZ,501c7,22,1033045,245452
NP-0794,Central Religious Society,religion,1695514,CA,501c4,62,1374119,661767
NP-0795,Mountainview Sports League,recreation,4646603,CO,501c3,19,4017092,1576407
NP-0796,Open Cross-Border Initiative,international,61036,NM,501c3,4,46629,6931
NP-0797,Oakland Community Services,human_services,135214,CO,501c3,0,127060,3046
NP-0798,Community Wildlife Fund,environment,38395,MN,501c3,0,38814,1221
NP-0799,International Academy,education,12693,TX,501c3,0,12122,789
NP-0800,Sacred Aid Society,human_services,50475,AL,501c3,1,47568,3124
NP-0801,Pioneer International Aid,international,679871,AZ,501c3,12,743846,74656
NP-0802,Open Temple,religion,18166,IA,501c3,1,18418,5096
NP-0803,Valley Community Church,religion,224570,MN,501c3,2,213376,65444
NP-0804,Family Youth Foundation,youth_development,855430,IA,501c7,16,724469,101543
NP-0805,Open Counseling Center,mental_health,126333,NE,501c6,3,99678,5960
NP-0806,Central Scholarship Fund,education,787701,AL,501c3,16,661083,57609
NP-0807,Valley Pet Adoption Center,animal,273444,FL,501c3,5,244227,13461
NP-0808,Family Equity Initiative,civil_rights,132269,FL,501c3,3,140648,11776
NP-0809,Pioneer Giving Foundation,philanthropy,418817,NM,501c3,12,374208,49554
NP-0810,Silver Civic League,community_improvement,7920,FL,501c3,0,7598,1888
NP-0811,Liberty Schools Foundation,education,662948,PA,501c3,3,636093,84611
NP-0812,New Equity Initiative,civil_rights,46749,AL,501c6,1,38757,4422
NP-0813,Southern Academy,education,219481,NE,501c3,0,197403,48247
NP-0814,Pioneer Youth Foundation,youth_development,48151,PA,501c_other,1,46262,3128
NP-0815,Children Mutual Aid Society,mutual_membership,98015,IL,501c3,5,87933,13798
NP-0816,Northern Giving Foundation,philanthropy,4826783,CO,501c3,28,6321099,340236
NP-0817,Beacon Foundation,unknown_unclassified,324197,MN,501c3,11,311149,43037
NP-0818,Southern Educational Trust,education,4564360,MN,501c3,46,3572702,353793
NP-0819,Family Community Clinic,health_care,885518,TX,501c3,2,815764,62331
NP-0820,Holy Research Society,diseases,26845,DE,501c3,0,30011,70
NP-0821,Maple Trail Conservancy,recreation,108911,ME,501c3,0,88276,30369
NP-0822,Phoenix Civil Rights Coalition,civil_rights,20193,AK,501c3,2,19461,2188
NP-0823,Westgate Tutoring Initiative,education,767255,CA,501c3,9,663365,126233
NP-0824,Family Global Relief,international,213680,AL,501c3,1,174158,24712
NP-0825,Eastern Science Lab,medical_research,4286130,MO,501c3,75,3659413,429327
NP-0826,Riverside Learning Center,education,1757760,MN,501c7,31,1475545,198379
NP-0827,Bright Parks Foundation,recreation,99353,IN,501c3,0,114317,20771
NP-0828,Sacred Justice Initiative,crime_legal,84042,WV,501c3,5,72008,3931
NP-0829,Mountainview Homeless Shelter,housing_shelter,305008,SD,501c3,5,290439,33862
NP-0830,Golden Philanthropic Society,philanthropy,405132,FL,501c3,13,362925,32670
NP-0831,Saint Medical Auxiliary,health_care,166631,IN,501c3,3,185680,15122
NP-0832,Liberty Organization,unknown_unclassified,234067,MO,501c3,2,182735,34897
NP-0833,Crescent Theater Company,arts_culture,28604,AZ,501c3,1,23337,3623
NP-0834,Western Schools Foundation,education,12281,LA,501c3,0,11484,1045
NP-0835,Cedar Sports League,recreation,249987,LA,501c3,4,245080,92237
NP-0836,Lighthouse Synagogue,religion,913530,OH,501c3,19,908141,201703
NP-0837,Saint Medical Auxiliary,health_care,287400,MO,501c3,14,276872,67162
NP-0838,Westgate Aid Society,human_services,595999,NY,501c3,16,703187,53799
NP-0839,Community Habitat,housing_shelter,91656,WI,501c6,4,104547,17764
NP-0840,Liberty Tutoring Initiative,education,272173,NY,501c3,11,265271,61203
NP-0841,National Habitat,housing_shelter,427412,CO,501c3,19,414706,121763
NP-0842,Northern Helpline,human_services,98429,MO,501c3,3,108263,14114
NP-0843,Pinewood Cultural Center,arts_culture,4203233,NC,501c3,75,4276711,883163
NP-0844,Heritage Therapy Coalition,mental_health,28710,CA,501c3,0,28468,1221
NP-0845,Capital Hospital Volunteers,health_care,798237,PA,501c3,14,647341,188880
NP-0846,Eagle Community Foundation,community_improvement,377996,CA,501c3,3,330030,43738
NP-0847,Harvest Arts Council,arts_culture,126565,AR,501c3,1,108316,46772
NP-0848,Senior Voter Education Network,public_societal,80847,CA,501c3,1,67561,4192
NP-0849,Heritage Learning Center,education,36591,NC,501c3,1,33909,7019
NP-0850,Westgate Health Center,health_care,108285,TX,501c3,0,91593,19821
NP-0851,Pioneer Medical Research Institute,medical_research,670334,WA,501c3,14,626569,87926
NP-0852,Liberty Scholarship Fund,education,41384,TX,501c3,0,39422,8937
NP-0853,Children Family Services,human_services,212447,NC,501c3,1,181057,12733
NP-0854,Holy Donor Network,philanthropy,1832202,VT,501c3,68,1814791,209122
NP-0855,Liberty Conservancy,environment,28947,CT,501c3,0,27444,1344
NP-0856,Hope Mentoring Network,youth_development,180332,CA,501c3,3,202364,14630
NP-0857,Faith Youth Foundation,youth_development,73004,PA,501c3,3,67822,3782
NP-0858,Hillcrest Family Services,human_services,89749,PA,501c3,0,84334,1631
NP-0859,Open Scholarship Fund,education,2389202,CA,501c3,54,2312912,491606
NP-0860,Capital Mental Health Initiative,mental_health,127883,IN,501c3,0,122258,3750
NP-0861,Bright Land Trust,environment,3596317,NC,501c3,51,3038311,436300
NP-0862,Unity Gallery,arts_culture,99765,FL,501c3,4,109493,36760
NP-0863,Bayside Family Services,human_services,232086,MS,501c3,3,186789,33907
NP-0864,Unity Faith Center,religion,38025,CA,501c8,0,32423,4657
NP-0865,Family Awareness Campaign,diseases,62062,SC,501c3,0,60796,27
NP-0866,Southside Homeless Shelter,housing_shelter,2243039,WI,501c3,42,2150077,254997
NP-0867,Bright Arts Council,arts_culture,2134285,TX,501c4,14,2054143,740646
NP-0868,Greater Theater Company,arts_culture,121822,IL,501c3,5,125038,17065
NP-0869,Children Hospital Volunteers,health_care,1919725,CA,501c3,43,1812836,302313
NP-0870,Oakland Scholarship Fund,education,478072,MN,501c3,19,400833,54907
NP-0871,Maple Boys & Girls Club,youth_development,213745,CT,501c3,1,215747,11068
NP-0872,Foundation Land Trust,environment,255517,MI,501c3,11,200720,19752
NP-0873,Faith Scholarship Fund,education,2688225,CA,501c3,20,2572267,537883
NP-0874,Foundation Academy,education,6433,OH,501c3,0,6197,1529
NP-0875,International Improvement Trust,community_improvement,464500,CA,501c3,12,468446,36159
NP-0876,First Civic League,community_improvement,85620,PA,501c3,3,81865,18407
NP-0877,Northside Tutoring Initiative,education,12350,UT,501c3,0,9626,2236
NP-0878,Sunrise Research Society,diseases,30556,UT,501c3,3,28762,1950
NP-0879,Northern Educational Trust,education,3535483,KS,501c4,27,3026713,600757
NP-0880,Eastview Tutoring Initiative,education,2461235,MD,501c3,21,2091680,304756
NP-0881,United Community Foundation,community_improvement,9918713,AL,501c3,203,8325163,2076682
NP-0882,Liberty Educational Trust,education,35585,GA,501c3,3,29428,4051
NP-0883,Bright Community Services,human_services,164463,GA,501c3,1,141068,14655
NP-0884,Lakeshore Research Society,diseases,431796,MA,501c3,9,415283,13102
NP-0885,New Search and Rescue,public_safety,16447,HI,501c6,0,17727,114
NP-0886,Eastern Neighborhood Coalition,community_improvement,155243,WA,501c6,4,120710,37632
NP-0887,Lakeshore Patient Support Network,diseases,127789,CA,501c7,3,117244,17182
NP-0888,National Therapy Coalition,mental_health,463309,CA,501c3,15,364385,55238
NP-0889,Foundation Pantry,food_agriculture,253462,WI,501c3,11,193138,27144
NP-0890,Holy Homeless Shelter,housing_shelter,959263,CA,501c3,16,951086,360438
NP-0891,Greater Family Services,human_services,22498671,GA,501c3,233,25030071,1246959
NP-0892,Capital Pet Adoption Center,animal,470650,FL,501c3,4,492696,31807
NP-0893,Crescent Community Foundation,community_improvement,301047,TX,501c3,10,230470,51370
NP-0894,Riverside Animal Rescue,animal,50719,TX,501c3,3,43635,5406
NP-0895,Faith Medical Auxiliary,health_care,457152,RI,501c3,17,371626,109123
NP-0896,Harvest International Aid,international,75601,HI,501c3,3,88473,3151
NP-0897,Northern Affordable Housing Initiative,housing_shelter,750060,SC,501c3,20,752865,111284
NP-0898,Holy Scholarship Fund,education,64132,TN,501c7,4,63390,5272
NP-0899,Liberty Foundation,unknown_unclassified,734608,AZ,501c3,6,603894,97492
NP-0900,First Science Foundation,science_tech,90002,SC,501c3,2,104104,13439
NP-0901,Cedar Academy,education,7924862,IA,501c3,295,6440881,1876696
NP-0902,Capital Community Clinic,health_care,40097,IL,501c3,0,32125,9035
NP-0903,Phoenix Faith Center,religion,175137,MT,501c3,1,191199,24290
NP-0904,Greater Charitable Trust,philanthropy,765259,ID,501c3,16,707946,85637
NP-0905,Pioneer Aid Society,human_services,8450,NY,501c3,0,7012,30
NP-0906,Beacon Aid Society,human_services,464509,IL,501c3,16,365129,19974
NP-0907,Riverside Watershed Alliance,environment,21317353,IL,501c3,148,20759072,1351626
NP-0908,Family Educational Trust,education,108211,MI,501c3,5,103138,22908
NP-0909,Beacon Community Church,religion,18858,FL,501c3,0,17993,2277
NP-0910,Liberty Medical Auxiliary,health_care,425543,WI,501c4,10,323731,97445
NP-0911,Liberty Temple,religion,3020082,PA,501c3,68,2738524,1176856
NP-0912,Valley Civic Engagement Coalition,public_societal,484298,WA,501c3,8,427922,50358
NP-0913,Valley Mutual Aid Society,mutual_membership,665945,NE,501c3,2,560547,31764
NP-0914,Riverside Neighborhood Coalition,community_improvement,736222,MD,501c3,6,722930,121973
NP-0915,Northern International Aid,international,815067,FL,501c3,14,645494,43148
NP-0916,Eagle Wellness Network,mental_health,58175,OH,501c3,3,56592,4610
NP-0917,Bayside Affordable Housing Initiative,housing_shelter,39037,SC,501c3,0,37402,9008
NP-0918,Greater Mentoring Network,youth_development,1416180,MO,501c6,19,1430881,152883
NP-0919,Harvest Learning Center,education,416074,MN,501c3,16,379115,76367
NP-0920,Capital Pet Adoption Center,animal,40387,NC,501c3,3,36701,3460
NP-0921,Southside Arts Council,arts_culture,93167,OH,501c3,1,100575,20908
NP-0922,Cedar Social Science Forum,social_science,37268,GA,501c3,2,33475,2537
NP-0923,Saint Organization,unknown_unclassified,46116,NY,501c8,0,43182,989
NP-0924,Saint Faith Center,religion,364662,FL,501c4,9,331927,91631
NP-0925,Faith Advocacy Network,civil_rights,86235,OK,501c3,0,66284,110
NP-0926,Children Theater Company,arts_culture,17530,WI,501c6,0,17515,5089
NP-0927,Hope Wildlife Fund,environment,33036,IN,501c3,1,34285,2023
NP-0928,Bayside Schools Foundation,education,8470173,TX,501c3,96,7362095,604900
NP-0929,Saint Policy Institute,social_science,154518,CA,501c3,1,116567,5999
NP-0930,Silver Watershed Alliance,environment,368195,GA,501c4,7,276892,18940
NP-0931,Foundation Charitable Trust,philanthropy,243257,TX,501c3,0,194824,1478
NP-0932,Western Housing Coalition,housing_shelter,73913,NJ,501c3,0,60276,12264
NP-0933,Beacon Community Clinic,health_care,244571,MI,501c7,3,223000,33558
NP-0934,Family Community Clinic,health_care,705953,FL,501c3,5,697709,79290
NP-0935,Silver Temple,religion,171217,MI,501c4,4,167855,39173
NP-0936,Capital Research Society,diseases,26106,TN,501c3,3,21719,2674
NP-0937,Children Research Society,diseases,148736,TX,501c3,1,131094,11101
NP-0938,Bayside Scholarship Fund,education,221995,PA,501c3,2,176825,14040
NP-0939,Liberty Wildlife Fund,environment,996118,FL,501c3,4,978500,111421
NP-0940,Valley Improvement Trust,community_improvement,112266,FL,501c3,5,86985,9455
NP-0941,Beacon Humane Society,animal,801863,CA,501c3,2,824665,105041
NP-0942,Westgate Research Coalition,social_science,268206,KS,501c3,17,244202,31323
NP-0943,Capital International Aid,international,90129,OH,501c3,0,85333,2223
NP-0944,Northside Neighborhood Coalition,community_improvement,50681,NE,501c3,0,69548,9875
NP-0945,Family Academy,education,3254683,CO,501c3,8,3862662,331774
NP-0946,Pinewood Schools Foundation,education,199498,WV,501c3,1,155120,28356
NP-0947,United Giving Foundation,philanthropy,18867842,MN,501c4,268,18416677,1110614
NP-0948,Southside Ministry,religion,67289,PA,501c3,3,65112,23595
NP-0949,Willow Aid Society,human_services,21207,CT,501c3,0,16821,867
NP-0950,Mountainview Scholarship Fund,education,475039,FL,501c3,12,458693,66887
NP-0951,Westgate Educational Trust,education,218602,TX,501c4,4,198054,19147
NP-0952,New Learning Center,education,288611,PA,501c3,16,310113,28316
NP-0953,Holy Wellness Foundation,health_care,131018,MI,501c3,5,109569,10497
NP-0954,Foundation Homeless Shelter,housing_shelter,17534,CA,501c3,1,14181,3871
NP-0955,Riverside Transitional Housing,housing_shelter,838870,NJ,501c3,9,941176,97259
NP-0956,Southern Medical Auxiliary,health_care,90646,CA,501c3,3,75107,8518
NP-0957,Southern Transitional Housing,housing_shelter,435035,FL,501c3,11,415333,109181
NP-0958,Faith Community Garden,food_agriculture,70651,PA,501c4,3,57681,5978
NP-0959,Sacred Crime Victims Fund,crime_legal,1716073,CA,501c8,9,1713459,171571
NP-0960,First Food Bank,food_agriculture,652388,CA,501c3,9,511120,31047
NP-0961,Eagle Medical Auxiliary,health_care,786111,CO,501c3,10,756770,111431
NP-0962,Lakeshore Community Services,human_services,4783961,AR,501c3,69,4244123,561569
NP-0963,Oakland Ministry,religion,41312,CT,501c3,0,40683,9469
NP-0964,Open Learning Center,education,33975,KS,501c3,2,33803,4751
NP-0965,Southern Medical Auxiliary,health_care,209391,MD,501c4,5,165024,34738
NP-0966,Northern Neighborhood Coalition,community_improvement,457755,TX,501c3,13,432072,68565
NP-0967,Faith Community Garden,food_agriculture,424147,TX,501c7,7,342563,53431
NP-0968,Pinewood Theater Company,arts_culture,15021,NY,501c3,0,13771,1726
NP-0969,Western Tech Initiative,science_tech,23815618,AL,501c3,119,27895702,1122127
NP-0970,First Justice Initiative,crime_legal,16620,KS,501c3,0,16109,331
NP-0971,Harvest Civic Engagement Coalition,public_societal,184536,MA,501c3,4,166734,11072
NP-0972,Pinewood Watershed Alliance,environment,2934221,PA,501c3,31,2714695,241859
NP-0973,Lakeshore Employment Coalition,employment,745565,PA,501c6,13,621876,59071
NP-0974,Silver Theater Company,arts_culture,34908,SC,501c3,1,33813,9993
NP-0975,Capital Arts Council,arts_culture,742644,OK,501c3,18,565054,86449
NP-0976,Eastern Counseling Center,mental_health,186850,CA,501c3,4,161984,17059
NP-0977,Saint Social Services,human_services,9576916,NJ,501c3,154,10189520,465180
NP-0978,Open Family Services,human_services,302612,NE,501c3,5,236220,41030
NP-0979,Maple Community Clinic,health_care,352423,TX,501c3,3,362993,51715
NP-0980,National Neighborhood Coalition,community_improvement,950527,VA,501c3,5,833839,82659
NP-0981,Westgate Educational Trust,education,176031,CO,501c3,1,152751,21734
NP-0982,Lighthouse Research Society,diseases,1621455,LA,501c3,11,1255047,124416
NP-0983,Cedar Theater Company,arts_culture,192989,IN,501c3,5,172650,35330
NP-0984,Capital Transitional Housing,housing_shelter,3202243,CT,501c3,57,2513438,465672
NP-0985,United Wellness Network,mental_health,99978,WI,501c3,3,100659,13069
NP-0986,Lighthouse Temple,religion,765803,AZ,501c3,18,681222,211863
NP-0987,Valley Parks Foundation,recreation,10215,OR,501c3,0,9959,3103
NP-0988,Hope Fraternal Association,mutual_membership,61403,LA,501c3,3,58005,8638
NP-0989,Southern Wellness Foundation,health_care,198126,CA,501c3,2,216423,22632
NP-0990,Liberty Patient Support Network,diseases,33273,ND,501c3,0,31984,1234
NP-0991,Bright Academy,education,6089,CA,501c7,2,6307,801
NP-0992,Holy Therapy Coalition,mental_health,776905,MD,501c7,17,614916,100460
NP-0993,Pinewood Therapy Coalition,mental_health,2840788,NV,501c3,62,2822887,279244
NP-0994,Pioneer Tutoring Initiative,education,255909,NJ,501c3,9,263327,55181
NP-0995,Beacon Counseling Center,mental_health,85023,IA,501c3,2,92945,7652
NP-0996,International Volunteer Fire,public_safety,2103324,AR,501c3,11,1754763,113708
NP-0997,Greater Tutoring Initiative,education,3782233,VA,501c3,15,2891828,906221
NP-0998,Pinewood Civic League,community_improvement,18639,LA,501c3,1,17782,2987
NP-0999,Lakeshore Family Services,human_services,72954,TX,501c3,1,67115,10693
NP-1000,Southern Music Society,arts_culture,349454,AL,501c3,2,332892,115216
NP-1001,Community Legal Aid Society,crime_legal,196392,GA,501c3,1,183354,11504
NP-1002,Hope Humane Society,animal,797821,MN,501c4,3,959762,92849
NP-1003,United Gallery,arts_culture,89479,NC,501c3,3,72342,25218
NP-1004,Hillcrest Schools Foundation,education,379742,CA,501c3,13,412352,52673
NP-1005,Harvest Justice Fund,civil_rights,320132,PA,501c3,12,312183,11678
NP-1006,Family Community Clinic,health_care,12735502,FL,501c3,196,12232939,1585289
NP-1007,Lighthouse Museum,arts_culture,999670,NY,501c3,5,916962,181029
NP-1008,Northside Community Clinic,health_care,2610345,NH,501c3,71,2157496,362326
NP-1009,International Research Society,diseases,516413,IN,501c3,19,514792,71888
NP-1010,Liberty Ministry,religion,448509,NV,501c3,2,410766,103256
NP-1011,Silver Ministry,religion,499685,MN,501c3,11,546554,119450
NP-1012,Community Parks Foundation,recreation,162449,NJ,501c3,0,147815,62590
NP-1013,Foundation Civil Rights Coalition,civil_rights,13987,PA,501c3,0,13834,566
NP-1014,Eagle Educational Trust,education,61716,WA,501c3,1,46396,3542
NP-1015,Unity Boys & Girls Club,youth_development,270852,WA,501c3,10,285788,39109
NP-1016,Heritage Health Center,health_care,159616,AL,501c3,2,139438,9563
NP-1017,Eastview Conservancy,environment,86268,NJ,501c3,3,77029,5269
NP-1018,Holy Family Services,human_services,814876,CT,501c3,9,623784,67844
NP-1019,Valley Wildlife Sanctuary,animal,2744703,IL,501c3,17,2727665,129466
NP-1020,Lighthouse Counseling Center,mental_health,177086,GA,501c3,2,134394,25081
NP-1021,Pioneer Scholarship Fund,education,889044,FL,501c3,18,876279,211581
NP-1022,Silver Gallery,arts_culture,7632176,CO,501c3,79,9152749,2057792
NP-1023,Valley Disaster Relief,public_safety,3213570,GA,501c3,14,3158810,297063
NP-1024,Unity Green Initiative,environment,194886,MA,501c4,1,184065,22055
NP-1025,Silver Mental Health Initiative,mental_health,3740264,IL,501c3,69,3637213,300201
NP-1026,Heritage Community Church,religion,849124,NY,501c4,6,840456,171923
NP-1027,Eastview Science Lab,medical_research,151931,NJ,501c3,4,152166,6760
NP-1028,Holy Helpline,human_services,4497456,MI,501c3,63,3523249,174329
NP-1029,Crescent Civic Engagement Coalition,public_societal,245998,NV,501c3,1,201069,31725
NP-1030,Liberty Scouts Council,youth_development,16631,TX,501c3,2,17680,1977
NP-1031,Phoenix Cross-Border Initiative,international,809098,MO,501c3,18,751748,81902
NP-1032,Open Awareness Campaign,diseases,497665,NC,501c3,5,422347,17813
NP-1033,Valley Health Center,health_care,6407085,OH,501c3,147,5161876,1447467
NP-1034,International Counseling Center,mental_health,158624,TX,501c3,4,148081,23580
NP-1035,Bright Faith Center,religion,83338,MD,501c3,3,77546,32331
NP-1036,Pinewood Improvement Trust,community_improvement,11656,CA,501c3,0,13318,1619
NP-1037,Westgate Health Center,health_care,2863969,TX,501c3,63,2197731,221566
NP-1038,Holy Ministry,religion,54872,LA,501c3,1,44184,15868
NP-1039,Golden Civil Rights Coalition,civil_rights,2817717,WI,501c3,20,3323271,191895
NP-1040,Maple Ministry,religion,478619,TN,501c3,9,461036,69605
NP-1041,Golden Transitional Housing,housing_shelter,21918,TX,501c3,2,20825,2634
NP-1042,Maple Wildlife Fund,environment,74922,FL,501c3,2,61416,7016
NP-1043,International Civic League,community_improvement,202815,IA,501c3,2,164094,19021
NP-1044,Eastern Medical Research Institute,medical_research,146188,NC,501c3,2,112960,16612
NP-1045,Family Justice Fund,civil_rights,208004,MI,501c3,3,167148,11609
NP-1046,Sacred Tutoring Initiative,education,75649,SC,501c3,4,60681,4609
NP-1047,Greater Wildlife Sanctuary,animal,158015,TN,501c3,2,125027,16597
NP-1048,Golden Academy,education,17425,VA,501c7,0,17348,3543
NP-1049,Cedar Social Services,human_services,30144,NJ,501c3,2,26935,1954
NP-1050,Family Wellness Foundation,health_care,1151309,FL,501c3,10,1124054,173041
NP-1051,Pioneer Gallery,arts_culture,430373,NY,501c3,9,387328,148004
NP-1052,Lakeshore Disease Foundation,diseases,1320977,KY,501c4,17,1176591,155765
NP-1053,Valley Aid Society,human_services,24273,VA,501c4,1,21145,1637
NP-1054,Northside Affordable Housing Initiative,housing_shelter,67319,CA,501c3,5,65220,15406
NP-1055,Phoenix Recreation Association,recreation,314124,MI,501c4,14,266819,68508
NP-1056,Mountainview Employment Coalition,employment,734401,MA,501c3,13,566803,49405
NP-1057,Open Ministry,religion,3054418,CA,501c3,39,2537118,1073386
NP-1058,Silver Improvement Trust,community_improvement,207966,MN,501c3,1,162238,23768
NP-1059,New Giving Foundation,philanthropy,378116,NY,501c3,19,356145,22039
NP-1060,Open Habitat,housing_shelter,8442,CT,501c_other,0,6546,878
NP-1061,Golden Educational Trust,education,18899,NC,501c8,0,18449,1473
